filepath,sb_id,time_uploaded_to_sb
out_data/reservoir_io_obs.csv,624f21b9d34e21f82769a7ab,2022-05-19 00:06 CST
in_data/NLDAS_time[0.377900]_x[397]_y[136].csv,624f21b9d34e21f82769a7ab,2022-05-19 00:07 CST
in_data/NLDAS_time[0.377900]_x[401]_y[136].csv,624f21b9d34e21f82769a7ab,2022-05-19 00:07 CST
out_data/reservoir_io_sntemp.csv,624f21b9d34e21f82769a7ab,2022-05-19 00:08 CST
out_data/noaagefs_meteo_driver_files.zip,624f21b9d34e21f82769a7ab,2023-02-22 03:42 CST
out_xml/02_drivers_fgdc_metadata.xml,624f21b9d34e21f82769a7ab,2023-03-07 05:37 CST
