filepath,sb_id,time_uploaded_to_sb
out_data/reservoir_nml_values.json,624f21ddd34e21f82769a7af,2023-03-16 23:20 CST
out_data/reservoir_nml_files.zip,624f21ddd34e21f82769a7af,2023-03-16 23:20 CST
out_xml/03_config_fgdc_metadata.xml,624f21ddd34e21f82769a7af,2023-03-16 23:20 CST
